time,can0_MO_Drehzahl_01 [Unit_MinutInver]
132.94701504707336,1544.5
132.95713996887207,1547.5
132.96676802635193,1549.0
132.9767711162567,1548.5
132.98604607582092,1546.5
132.9960060119629,1543.0
133.00675988197327,1539.0
133.01651310920715,1536.0
133.02600717544556,1533.0
133.0371389389038,1530.5
133.04601907730103,1530.0
133.05663585662842,1530.0
133.06676316261292,1530.0
133.07601690292358,1530.0
133.08651399612427,1531.5
133.09604501724243,1534.5
133.1066370010376,1537.0
133.11676502227783,1540.0
133.12701606750488,1545.0
133.13602304458618,1550.0
133.14701104164124,1552.0
133.15663695335388,1551.5
133.16663599014282,1552.0
133.17663598060608,1551.5
133.18701314926147,1549.5
133.19605827331543,1547.0
133.20651388168335,1545.5
133.21663808822632,1544.5
133.22626519203186,1543.0
133.236389875412,1541.5
133.24602508544922,1540.5
133.2565131187439,1540.5
133.2666380405426,1540.0
133.2770209312439,1541.0
133.28701305389404,1544.0
133.29713582992554,1547.5
133.30752992630005,1550.5
133.31688404083252,1553.5
133.32701206207275,1556.5
133.33602619171143,1557.5
133.34602117538452,1558.5
133.35639095306396,1559.5
133.36738514900208,1560.0
133.37639904022217,1558.5
133.38613104820251,1555.5
133.39701986312866,1554.0
133.40638995170593,1553.5
133.41712999343872,1552.0
133.42627501487732,1550.0
133.43677592277527,1550.5
133.44605588912964,1551.5
133.45688819885254,1551.5
133.46664094924927,1551.0
133.47700810432434,1553.0
133.48603701591492,1556.5
133.49587297439575,1559.5
133.5062530040741,1561.0
133.51729011535645,1563.5
133.52600407600403,1566.5
133.5361909866333,1569.5
133.5470221042633,1571.5
133.55731010437012,1574.0
133.5672640800476,1574.0
133.57726311683655,1572.5
133.5860071182251,1572.5
133.59701204299927,1571.5
133.60617017745972,1570.0
133.61714506149292,1568.0
133.62626695632935,1566.5
133.63600707054138,1567.0
133.64600801467896,1566.5
133.65616416931152,1567.5
133.66664028167725,1568.5
133.67701411247253,1571.0
133.68663907051086,1572.0
133.69588708877563,1573.0
133.7060091495514,1576.0
133.71703100204468,1578.5
133.72606015205383,1579.0
133.73606824874878,1579.0
133.74701499938965,1579.5
133.75713801383972,1580.0
133.76714205741882,1578.5
133.777006149292,1576.0
133.78701996803284,1573.5
133.79701209068298,1571.0
133.8064000606537,1568.5
133.81713581085205,1568.5
133.82639694213867,1568.5
133.83701300621033,1568.5
133.84606504440308,1568.0
133.85592603683472,1568.5
133.86664605140686,1571.5
133.87701511383057,1574.0
133.88614106178284,1577.0
133.8961799144745,1580.5
133.90606498718262,1583.0
133.91688799858093,1584.0
133.92701315879822,1584.5
133.93601322174072,1586.0
133.9470090866089,1587.5
133.95738124847412,1585.5
133.9670181274414,1584.0
133.9770061969757,1583.0
133.98701214790344,1582.0
133.99701499938965,1580.5
134.0060601234436,1580.0
134.01688814163208,1581.0
134.02604389190674,1581.5
134.0367569923401,1582.0
134.04601907730103,1583.5
134.0567660331726,1586.5
134.0670132637024,1588.5
134.0760109424591,1589.0
134.0860080718994,1590.5
134.0958971977234,1592.0
134.1060380935669,1592.0
134.11701822280884,1591.5
134.12701225280762,1590.5
134.13638401031494,1588.5
134.1470148563385,1586.5
134.15713620185852,1585.0
134.1670641899109,1585.0
134.17605710029602,1585.0
134.18601393699646,1584.5
134.19701194763184,1586.5
134.20606112480164,1589.0
134.2171368598938,1591.0
134.22638702392578,1591.5
134.23664116859436,1592.5
134.24601912498474,1594.0
134.25664591789246,1593.5
134.26701021194458,1592.5
134.27701616287231,1593.0
134.28601717948914,1593.0
134.29690599441528,1592.0
134.3070170879364,1591.5
134.31800603866577,1591.0
134.32701802253723,1590.0
134.33604502677917,1589.5
134.34606099128723,1590.0
134.35714626312256,1590.5
134.36701607704163,1591.0
134.37605619430542,1591.5
134.38618922233582,1591.5
134.3970081806183,1592.5
134.40607118606567,1592.0
134.41701984405518,1591.0
134.42626404762268,1591.0
134.43638920783997,1591.0
134.44605016708374,1590.0
134.45713305473328,1588.5
134.46702098846436,1589.0
134.4770109653473,1587.5
134.4870409965515,1585.0
134.49613499641418,1584.5
134.50605392456055,1584.5
134.51701712608337,1583.5
134.5260410308838,1581.0
134.53604888916016,1579.5
134.54601097106934,1578.5
134.55651712417603,1578.0
134.56700491905212,1579.0
134.57600593566895,1581.0
134.58601593971252,1581.5
134.59701704978943,1581.5
134.6060709953308,1579.0
134.61702394485474,1578.0
134.62638807296753,1578.5
134.63638925552368,1579.0
134.64702701568604,1579.5
134.6571340560913,1579.5
134.66702604293823,1578.0
134.6770088672638,1574.0
134.6865110397339,1568.5
134.69591808319092,1565.0
134.7060489654541,1564.0
134.71701312065125,1566.5
134.72600603103638,1573.0
134.73651003837585,1580.5
134.74606108665466,1585.0
134.75638508796692,1584.0
134.76700901985168,1581.5
134.77601408958435,1579.0
134.78663206100464,1574.5
134.79651403427124,1570.5
134.80603909492493,1567.5
134.81701517105103,1564.5
134.8263931274414,1560.5
134.83651113510132,1558.0
134.84600806236267,1556.5
134.85701513290405,1555.5
134.86701798439026,1554.0
134.8770260810852,1552.0
134.88714289665222,1551.0
134.89688086509705,1552.5
134.90701484680176,1555.5
134.91701006889343,1558.5
134.92600512504578,1560.5
134.93589210510254,1560.0
134.94606590270996,1560.0
134.9561469554901,1560.5
