time,can0_ESP_Querbeschleunigung [Unit_ForceOfGravi],can0_ESP_Laengsbeschl [Unit_MeterPerSeconSquar],can0_ESP_Gierrate [Unit_DegreOfArcPerSecon],can0_ESP_VZ_Gierrate []
26.60076379776001,0.050000000000000044,-1.15625,2.96,0
26.620511054992676,0.050000000000000044,-1.15625,2.99,0
26.641249656677246,0.06000000000000005,-1.15625,2.99,0
26.660632848739624,0.07000000000000006,-1.15625,2.96,0
26.68151092529297,0.07000000000000006,-1.15625,3.0100000000000002,0
26.70138692855835,0.07000000000000006,-1.15625,3.08,0
26.72137188911438,0.07000000000000006,-1.15625,3.13,0
26.74050784111023,0.06000000000000005,-1.15625,3.1,0
26.760389804840088,0.07000000000000006,-1.15625,2.96,0
26.78050208091736,0.07000000000000006,-1.15625,2.86,0
26.802124738693237,0.07000000000000006,-1.15625,2.8000000000000003,0
26.820517778396606,0.06000000000000005,-1.15625,2.79,0
26.841371774673462,0.06000000000000005,-1.15625,2.75,0
26.86051082611084,0.06000000000000005,-1.15625,2.72,0
26.88101291656494,0.06000000000000005,-1.15625,2.71,0
26.9013888835907,0.06000000000000005,-1.15625,2.72,0
26.920434951782227,0.06000000000000005,-1.15625,2.7800000000000002,0
26.940425872802734,0.050000000000000044,-1.15625,2.88,0
26.961378812789917,0.050000000000000044,-1.15625,3.0,0
26.98063373565674,0.050000000000000044,-1.15625,3.0500000000000003,0
27.00103497505188,0.050000000000000044,-1.15625,3.0100000000000002,0
27.020509004592896,0.050000000000000044,-1.15625,2.98,0
27.0413818359375,0.040000000000000036,-1.15625,2.86,0
27.060507774353027,0.040000000000000036,-1.15625,2.8000000000000003,0
27.08066487312317,0.040000000000000036,-1.25,2.75,0
27.10076069831848,0.050000000000000044,-1.25,2.7,0
27.120383977890015,0.06000000000000005,-1.25,2.68,0
27.140381813049316,0.06000000000000005,-1.34375,2.67,0
27.161377668380737,0.050000000000000044,-1.34375,2.65,0
27.181132078170776,0.050000000000000044,-1.34375,2.7,0
27.200767040252686,0.06000000000000005,-1.46875,2.73,0
27.22063899040222,0.06000000000000005,-1.46875,2.7600000000000002,0
27.240385055541992,0.07000000000000006,-1.46875,2.71,0
27.26052689552307,0.06000000000000005,-1.46875,2.7800000000000002,0
27.28050684928894,0.06000000000000005,-1.46875,2.84,0
27.301512956619263,0.07000000000000006,-1.46875,2.99,0
27.320891857147217,0.07000000000000006,-1.46875,3.11,0
27.34050989151001,0.08000000000000007,-1.34375,3.2600000000000002,0
27.360512018203735,0.09000000000000008,-1.34375,3.5,0
27.38080596923828,0.09000000000000008,-1.34375,3.65,0
27.40101408958435,0.10000000000000009,-1.34375,3.8200000000000003,0
27.420936822891235,0.10000000000000009,-1.34375,4.04,0
27.44137978553772,0.1100000000000001,-1.34375,4.3500000000000005,0
27.460631847381592,0.1200000000000001,-1.34375,4.65,0
27.481628894805908,0.13000000000000012,-1.34375,4.87,0
27.501755952835083,0.13000000000000012,-1.34375,5.0200000000000005,0
27.52088189125061,0.1200000000000001,-1.34375,5.15,0
27.540513038635254,0.1200000000000001,-1.34375,5.33,0
27.5603928565979,0.13000000000000012,-1.34375,5.55,0
27.580763816833496,0.1200000000000001,-1.34375,5.64,0
27.601411819458008,0.1100000000000001,-1.34375,5.65,0
27.620553016662598,0.10000000000000009,-1.25,5.72,0
27.640882968902588,0.10000000000000009,-1.25,5.75,0
27.660517930984497,0.10000000000000009,-1.25,5.79,0
27.68076801300049,0.10000000000000009,-1.25,5.72,0
27.701504945755005,0.10000000000000009,-1.25,5.69,0
27.720414876937866,0.10000000000000009,-1.25,5.7700000000000005,0
27.741267919540405,0.10000000000000009,-1.15625,5.86,0
27.760545015335083,0.10000000000000009,-1.15625,6.0200000000000005,0
27.780813694000244,0.10000000000000009,-1.15625,6.07,0
27.801270008087158,0.10000000000000009,-1.0625,6.13,0
27.820637941360474,0.10000000000000009,-1.0625,6.2,0
27.84113097190857,0.10000000000000009,-1.0625,6.3,0
27.861020803451538,0.1100000000000001,-0.96875,6.44,0
27.880765914916992,0.1100000000000001,-0.78125,6.5600000000000005,0
27.900877714157104,0.13000000000000012,-0.65625,6.7700000000000005,0
27.921372890472412,0.1499999999999999,-0.5625,6.92,0
27.940753936767578,0.15999999999999992,-0.46875,7.0600000000000005,0
27.961509943008423,0.15999999999999992,-0.46875,7.25,0
27.980907917022705,0.16999999999999993,-0.375,7.44,0
28.001178741455078,0.17999999999999994,-0.28125,7.7,0
28.02055788040161,0.18999999999999995,-0.28125,8.06,0
28.040557861328125,0.19999999999999996,-0.1875,8.52,0
28.061500787734985,0.19999999999999996,-0.09375,9.22,0
