time,can1_NP_LatDegree [Unit_DegreOfArc],can1_NP_LongDegree [Unit_DegreOfArc],can1_NP_Fix []
99.0065050125122,47.433046,9.374141999999999,3
99.10637712478638,47.433046,9.374141999999999,3
99.2056610584259,47.433046,9.374141999999999,3
99.30651617050171,47.433046,9.374141999999999,3
99.40554404258728,47.433046,9.374141999999999,3
99.50552296638489,47.433046,9.374141999999999,3
99.60688304901123,47.433046,9.374141999999999,3
99.705561876297,47.433046,9.374141999999999,3
99.80651497840881,47.433046,9.374141999999999,3
99.9065191745758,47.433046,9.374141999999999,3
100.00662612915039,47.432955,9.374168,3
100.10651206970215,47.432955,9.374168,3
100.20700812339783,47.432955,9.374168,3
100.30588817596436,47.432955,9.374168,3
100.4065101146698,47.432955,9.374168,3
100.50662994384766,47.432955,9.374168,3
100.60663294792175,47.432955,9.374168,3
100.70588397979736,47.432955,9.374168,3
100.80663919448853,47.432955,9.374168,3
100.90613889694214,47.432955,9.374168,3
101.0057601928711,47.432862,9.374201,3
101.1067578792572,47.432862,9.374201,3
101.20566296577454,47.432862,9.374201,3
101.30563116073608,47.432862,9.374201,3
101.40700817108154,47.432862,9.374201,3
101.5056471824646,47.432862,9.374201,3
101.60663104057312,47.432862,9.374201,3
101.70602297782898,47.432862,9.374201,3
101.80554294586182,47.432862,9.374201,3
101.90650391578674,47.432862,9.374201,3
102.0066339969635,47.432772,9.374234999999999,3
102.10613989830017,47.432772,9.374234999999999,3
102.20569086074829,47.432772,9.374234999999999,3
102.30664300918579,47.432772,9.374234999999999,3
102.40563702583313,47.432772,9.374234999999999,3
102.505686044693,47.432772,9.374234999999999,3
102.60664105415344,47.432772,9.374234999999999,3
102.70662713050842,47.432772,9.374234999999999,3
102.8065071105957,47.432772,9.374234999999999,3
102.90639209747314,47.432772,9.374234999999999,3
103.00638008117676,47.432683,9.374269,3
103.10626220703125,47.432683,9.374269,3
103.20614099502563,47.432683,9.374269,3
103.30600929260254,47.432683,9.374269,3
103.40601086616516,47.432683,9.374269,3
103.5068769454956,47.432683,9.374269,3
103.60688018798828,47.432683,9.374269,3
103.7057580947876,47.432683,9.374269,3
103.80687999725342,47.432683,9.374269,3
103.90575313568115,47.432683,9.374269,3
104.00575804710388,47.432598999999996,9.374300999999999,3
104.10676217079163,47.432598999999996,9.374300999999999,3
104.20576214790344,47.432598999999996,9.374300999999999,3
104.30589509010315,47.432598999999996,9.374300999999999,3
104.40675687789917,47.432598999999996,9.374300999999999,3
104.50577592849731,47.432598999999996,9.374300999999999,3
104.60688018798828,47.432598999999996,9.374300999999999,3
104.70689010620117,47.432598999999996,9.374300999999999,3
104.80687689781189,47.432598999999996,9.374300999999999,3
104.90588307380676,47.432517999999995,9.374327,3
105.0071291923523,47.432517999999995,9.374327,3
105.10676407814026,47.432517999999995,9.374327,3
105.20579314231873,47.432517999999995,9.374327,3
105.30630826950073,47.432517999999995,9.374327,3
105.40676617622375,47.432517999999995,9.374327,3
105.50594806671143,47.432517999999995,9.374327,3
105.60688424110413,47.432517999999995,9.374327,3
105.70675206184387,47.432517999999995,9.374327,3
105.80576801300049,47.432517999999995,9.374327,3
105.90688490867615,0.0,0.0,1
106.00675201416016,47.432435999999996,9.374338999999999,3
106.10626101493835,47.432435999999996,9.374338999999999,3
106.20688223838806,47.432435999999996,9.374338999999999,3
106.30591917037964,47.432435999999996,9.374338999999999,3
106.40588712692261,47.432435999999996,9.374338999999999,3
106.50688409805298,47.432435999999996,9.374338999999999,3
106.6072609424591,47.432435999999996,9.374338999999999,3
106.70600724220276,47.432435999999996,9.374338999999999,3
106.80700707435608,47.432435999999996,9.374338999999999,3
106.90605306625366,47.432435999999996,9.374338999999999,3
107.00600409507751,47.432356,9.374329,3
107.10630202293396,47.432356,9.374329,3
107.20601296424866,47.432356,9.374329,3
107.30605697631836,47.432356,9.374329,3
107.40629315376282,47.432356,9.374329,3
107.50699400901794,47.432356,9.374329,3
107.60700917243958,47.432356,9.374329,3
107.70702314376831,47.432356,9.374329,3
107.80626010894775,47.432356,9.374329,3
107.90603804588318,47.432356,9.374329,3
108.00701117515564,47.432282,9.374289,3
108.10651922225952,47.432282,9.374289,3
108.20606112480164,47.432282,9.374289,3
108.30713200569153,47.432282,9.374289,3
108.40688109397888,47.432282,9.374289,3
108.50604701042175,47.432282,9.374289,3
108.60688900947571,47.432282,9.374289,3
108.7068841457367,47.432282,9.374289,3
108.80604004859924,47.432282,9.374289,3
108.9068820476532,47.432282,9.374289,3
109.00701808929443,47.43221,9.374227,3
109.10689210891724,47.43221,9.374227,3
